Novati Translation by Michael Chidester Getty Translation by Colin Hatcher,Morgan Version (1400s) [edit] Transcribed by Michael Chidester,Getty Version (1400s) [edit] Transcribed by Michael Chidester
"[24] The Two-Horned Stance (Fluid) I make myself called the Stance of the Anvil If I have enough deceit, I will not challenge it. This is the Two Horned Guard, which is held so strongly locked in position that its point cannot be moved off the center line. And this guard can do all of the things that the Long Guard can do. And the same is true of the Window Guard and the Forehead Guard. [In the Novati, the left hand is not reversed; this may be due to an error on the part of the artist hired to clean up the Pisani Dossi manuscript images before publication.]","[13r-d] Questa e posta de bicorno che sta cosi serada che sempre sta cum la punta per mezo la strada E aquello che po fare posta longa po far questa E similmente dico de posta di fenestra, e posta frontale.","· Posta di Bichorno instabile · [24v-b] ¶ Questa e posta di bicorno che sta cossi serada, che sempre sta cum la punta per mezo dela strada. E quello che po fare posta longa, po fare questa. E simile mente dico de posta di Fenestra. e di posta frontale."
"[25] The Stance of the Boar's Tusk in the Middle (Stable) This is the Middle Boar’s Tusk, so named because the boar has two tusks, one low and this one in the middle, by which I mean this one stays on the center line. And the Middle Boar’s Tusk can do whatever the Low Boar’s Tusk can do. Just as the wild boar strikes diagonally with its tusks, so you strike diagonally with your sword, in such a way as to displace[272] your opponent’s sword, from which position, having uncovered your opponent, you can launch thrusts, or destroy his hands, head or his arms.",,"· Posta di dente zenchiaro mezana, stabile · [24v-d] ¶ Questo si'e dente di cengiaro lo mezano, e per ço che sono doii denti di zengiaro l'uno tutto, l'altro si'e mezo, pero e ditto mezo, per zo ch'ello sta in mezo dela persona, e zo che po fare lo tutto dente, po fare lo mezo dente. E per modo che fieri lo zengiaro a la traversa, per tal modo se fa cum la spada che sempre fieri cum la spada ala traversa dela spada del compagno. E sempre butta punte e discrova lu compagno, e sempre guastagli le mane e tal volta la testa e'gli brazzi."
"[26] I am the sword, deadly against all weapons. Neither spear, nor poleaxe, nor dagger can prevail against me. I can be used at long range or close range, or I can be held in the half sword grip and move to the Narrow Game. I can be used to take away the opponent’s sword, or move to grapple. My skill lies in breaking and binding. I am also skilled in covering and striking, with which I seek always to finish the fight. I will crush anyone who opposes me.[273] I am of royal blood. I dispense justice, advance the cause of good and destroy evil. To those who learn my crossings I will grant great fame and renown in the art of armed fighting.",,"[25r-t] ¶ Spada son contro ogni arma mortale, ne Lanza ne Azza ni daga contra mi vale. Longa e curta me posso fare. e me strengho e vegno alo zogho stretto, e'vegno allo tor de spada e allo abrazare mia arte si'e roture e ligadure so ben fare de coverte e ferire sempre in quelle voglio finire, chi contra me fara, ben lo faro languire. E son Reale e'mantegno la Justicia, la bonta acresco e destruzo la malicia. Chi me guardera fazendo in me crose, de fatto de armizare gli faro fama e vose."
"[27] By crossing with you at the tip of the sword I have settled my point in your chest from the other side. Here begins the Wide Play of the sword in two hands.[274] This Master who is crossed at the point of his sword with this player says: “When I am crossed at the points, I quickly switch my sword to the other side, and strike him from that side with a downward blow to his head or his arms. Alternately, I can place a thrust into his face, as the next picture will show.” [In the Pisani Dossi, the player is wearing a crown.]","[13v] Aqui comenza zogo largo de spada a doe mane cum pocho incrosare, lo honore sera de chi meio savera fare. [13v-a] Questo magistro ch'e aqui incrosado cum questo çugadore dise quando io sono incrosado in punta de spada subito io do volta ala mia spada, e si lo fiero del'altra parte cum lo fendente zoe per la testa, e per gli brazi, overo o ch'io gli metto una punta in lo volto. Como vuii vederite qui de dredo da mi dipento.","[25r-c] ¶ Qui cominza zogho di spada a doii man zogho largo. Questo magistro ch'e qui incrosado cum questo zugadore in punta de spada, dise quando io son incrosado in punta de spada, subito io do volta ala mia spada e si lo fiero dal'altra parte cum lo fendente zo per la testa e per gli brazzi, overo che gli metto una punta in lo volto, come vederi qui dredo depinto."
"[28] With the strike of which the Master spoke who came before, I have quickly put the point of my sword in your throat. I have placed a thrust into his face, as the previous Master said. Also, I could have done what he told you, that is, when my sword was crossed on the right I could have quickly switched sides to the left, striking his head or arms with a downward blow.”[275]","[13v-b] Io te ho posto una punta in lo volto, como lo mio magistro ch'e denanci dise. Anchora poria avere fato zo ch'ello dise, zoe avere trato de mia spada, subito quando io era apresso lo incrosare della parte dritta dell'altra parte zoe della stancha io debeva voltare subito la mia spada in lo fendente per in la testa e per gli brazi como ha ditto lo magistro mio ch'e denanci.","[25r-d] ¶ Io t'o posta una punta in lo volto come lo magistro ch'e denanci dise. Anchora poria aver fatto zo ch'ello dise zoe aver tratto de mia spada subito quando io era apresso lo incrosare dela parte dritta. del'altra parte zoe dela stancha io debeva voltare la mia spada in lo fendente per la testa e per gli brazzi, como a ditto lo mio magistro ch'e denançi."
"[29] By crossing at mid-sword, I will strike your left arm; I will do this quickly because time is short.  I too am crossed in the Wide Play, but this time at the middle of the swords. And immediately after making my cross I let my sword drop down[276] to slide forwards and backwards over his hands. Or, if I choose to pass forward with my right foot and move offline, I can then make a thrust into your chest, as you will see drawn next. [In the Pisani Dossi, the player is wearing a crown.]","[13v-c] Anchora me incroso qui per zogo largo, a meza spada. E subito quando io sono incrosado io lasso discorere la mia spada sopra le suie mane, e se voglo passare cum lo pe dritto fora de strada io gli posso mettere una punta in lo petto come vui vedite qui dredo dipento.","[25v-a] ¶ Anchora me incroso qui per zogho largo a meza spada. E subito che son incrosado, io lasso discorrer la mia spada sopra le soi mane, e se voglio passare cum lo pe dritto fuora de strada, io gli posso metter una punta in lo petto, come qui dredo e depento."
"[30] From the Master who crosses at mid-sword, I strike you a bargain with that which he has said. Here you see me completing the play of my teacher. I have made his cover, and then immediately I do what he said to do, that is I strike first to my opponent’s arms, and then I continue with a thrust into his chest.","[13v-d] Lo zogho delo mio magistro io l'o compido, che i'o fatto la sua coverta. E subito, o fatto el suo ditto. Che i'o feridi prima gli brazi, e poii gle ho posta la punta in lo petto.","[25v-b] ¶ Lo zogho del mio magistro io l'o complido, che io o fatta la sua coverta, e subito o fatto lo suo ditto, che io o'ferido prima gli brazzi, e poii gl'o posta la punta in petto."
"[31] Also from this same crossing I have grasped your sword in this way: And before your sword escapes my hand, By striking I will deal with you like a foul villain. My master previously[280] instructed me that when I am crossed at mid-swords with my opponent, I should immediately advance forward and seize his sword as shown, and then strike him with a cut or a thrust.[281] Also I could destroy his leg as you see drawn next, by stomping with my foot against the side of his knee or under the kneecap.[282]","[14r-a] Ello mio magistro che m'e denanci m'a insegnato che[283] quando a meza spada io son cum uno incrosado che subito me debia acresere in denanci e piglare la sua spada a questo partito, per ferirlo taglo, o punta. Anchora gle posso guastare la gamba per lo modo che voi possete vedere aqui dipento a ferirlo cum pe sopra la schena della gamba, overo sotto lo zinochio.","[25v-c] ¶ El mio magistro ch'e denanzi m'a insegnado che quando a meza spada io son cum uno incrosado che subito mi debia acresser inanci, e piglar la sua spada a questo partido per ferirlo taglo o punta. Anchora gli posso guastar la gamba per lo modo che possi vedere qui depento a ferirlo cum lo pe sopra la schena dela gamba overo sotto lo zinochio."
"[32] There is no question of the saying of the earlier Master, And I make with intent the play that he has said. As the previous student told you, our Master taught us this technique.[284] Here I show you how it’s done, and as you can see my opponent can do nothing to stop me.","[14r-b] Lo scolar che m'e denanzi dise del suo magistro, e mio che llo gle ha insignado questo zogo, e per vezuda io lo fazo. A farlo senza dubio ello m'e pocho impazo.","[25v-d] ¶ Lo scholaro che m'e denanzi dise del suo magistro e mio ch'ello gli ha insegnado questo zogho, e per vizuda io lo fazo. A farlo senza dubio, ello m'e pocho impazo."
"[33] I have uncovered you well by stepping out of the way And I will surely strike your arm while turning. This play is named “The Peasant’s Strike”[285] and you do it like this: take a narrow stance[286] with your left foot forward, and wait for the Peasant to attack first with his sword. When he launches his attack, immediately advance your left foot to the left off the line,[287] and step diagonally off line to the left with your right foot, receiving his strike in the middle of your sword. Now let his sword slide off yours to the ground, and then quickly counter-attack with a downward strike to his head or arms, or a thrust into his chest as you see drawn in the next picture. This is also a good play if you are fighting sword versus poleaxe, or against a heavy or light staff. [In the Getty, the Master is missing his crown.]","[14r-c] Questo zogo e chiamado lo colpo del vilano, e si fa per tal modo. Zoe che si de aspetare lo vilano ch'ello traga cum sua spada. E quello che aspeta lo colpo di stare in picolo passo cum lo pe stancho denanci. E in quello che lo vilano te tra per ferirte. Acrese lo pe stancho fora de strada inverso la parte dritta. E cum lo dritto pe passa ala traversa fora de strada, piglando lo suo colpo a meza spada e lassa discorere la sua spada a terra, e subito respondigli cum lo fendente per la testa overo per gli brazi overo cum la punta in lo petto come qui dipento. ancora questo e bono.","[26r-a] ¶ Questo zogho si'e chiamado colpo di villano e sta in tal modo, Zoe che si de aspettare lo villano che lo traga cum sua spada. E quello che lo colpo aspetta de stare in picolo passo cum lo pe stancho denanzi. E subito che lo villano ti tra per ferire, acresse lo pe stancho fora de strada inverso la parte dritta, E cum lo dritto passa ala traversa fora de strada pigliando lo suo colpo a meza la tua spada. E lassa discorrer la sua spada a terra, e subito responde gli cum lo fendente per la testa overo per gli brazi, overo cum la punta in lo petto come depinto. Anchora e questo zogho bon cum la spada contra la Azza, e contra un bastone grave o liziero."
"[34] The strike to your arms, that play I make, And from the narrow play I will cause you other trouble. In the previous drawing you saw the Peasant’s Strike, in which you saw a thrust well-placed into the attacker’s chest. And alternatively he could have struck a downward blow to the opponent’s head or the arms, as I explained previously. Also, if the opponent seeks to counter me by striking back up with a rising blow to my arms from the left, I quickly advance my left foot and place my sword over his, and from this position he can do nothing to me.","[14r-d] Questo e lo colpo del vilano ch'e qui denanci de mi. Che bene gle ho posta la punta in lo petto. E cosi gle posseva fare uno colpo per la testa, e per gli brazi cum lo fendente como e ditto denanci. Ancora s'eio[!] volesse lo zugadore contra de mi fare che ello volesse ferirme cum lo riverso sotto gli mie brazi. Io subito acrescho lo pe stancho e meto la mia spada sopra la sua, e non mi po far niente.","[26r-b] ¶ Qui denanci si'e lo colpo del villano, che ben gl'o posta la punta in lo petto. E cossi gli posseva un colpo per la testa fare e'per gli brazzi cum lo fendente comme ditto denanzi. Anchora se'l zogadore volesse contra de mi fare volendo mi ferire cum lo riverso sotto gli miei braççi, io subito acresso lo pe stancho, e metto la mia spada sopra la sua. e non mi po far niente."
"[35] When a sword flies for your leg Make a downward blow to his face or around to his throat: His arms will be wasted more quickly than his head, Because the distance is manifest for a shorter time. If your opponent strikes to your leg, withdraw your front foot, or pass backwards and strike downwards to his head, as shown in the drawing. With a two handed sword it is unwise to strike to the knee or below, because it is too dangerous for the one striking. If you attack your opponent’s leg, you leave yourself completely uncovered. Now, if you have fallen to the ground, then it is all right to strike at your opponent’s legs, but otherwise it is not a good idea, as you should generally oppose his sword with your sword.","[14v-a] Quando uno te tra per la gamba, discrese lo pe ch'e denanci. O tu lo torna indredo e tra dello fendent per la sua testa. Come aqui dipento. Ben che cum spada a doe mane non se de trare dello genochio in zu, perche e tropo grande pericolo aquello che tra. Che lo romane tuto discoverto quello che tra per la gamba. Salvo che se uno fosse cazuto in terra, ben se poria trar per gamba. Ma altramente non stando spada contra spada.","[26r-c] ¶ Quando uno te tra per la gamba, discresse lo pe ch'e denanzi. O tu lo torna in dredo. e tira del fendente per sua testa come qui depento. Ben che cum spada de doii man non si de trare del zinochio in zu. Pero ch'e troppo grande pericolo a choluii che tra. Ch'ello rimane tutto discoverto quello che tra per gamba. Salvo che se uno fosse cazudo in terra poria si ben trar per gamba. Ma altra mente no, siando spada contra spada."
"[36] When I am crossed with someone and come to the narrow, I strike his testicles with my right foot. This play, where I strike you with a kick to the groin, is made to hurt you so much that your cover will falter. When you make this play you should do it quickly, to prevent your opponent from being able to counter it. The counter to this play must be done quickly, and is made by the player grabbing the student’s right leg with his left hand, and then throwing him to the ground.","[14v-b] Aquesto partito che io te fiero cum lo pe in gli coglura el fazo per farte doia, e per farte svariarte la coverta che fazando questo zogo vole essere fato subito, per non aver dello contrario dubito. Lo contrario de questo zogo vole essere presto fatto zoe che lo zugadore de piglare per la gamba dritta lo scolaro, cum sua mane stancha e in terra lo po butare.","[26r-d] ¶ Questo partido che io ti fiero cum lo pe in li cogloni el fazo per far te doglia e per far te svariare la coverta. Che fazando questo zogho vol esser fatto subito, per non avere del contrario dubito. Lo contrario di questo zogo vol esser presto fatto, zoe che lo zugador de piglare per la gamba dritta lo scolaro cum sua mano stancha, e in terra lo po buttare."
"[37] This is a cruel exchange of thrusts: In the art, a more deceptive thrust than this cannot be made. You attacked me with the point and I have given you this; And I can make more secure it by voiding out of the way. This play is named “The Exchange of Points”,[289] and it is done like this: when your opponent thrusts at you, quickly advance your front foot off the line, and with the other foot step to the side,[290] also moving off the line, crossing his sword with your hands[291] low and with your point high into his face, or chest, as you see drawn here.","[14v-c] Questo zogo che se chiama scambiare de punta, e se fa per tal modo zoe quando te tra una punta subito acrese lo tuo pe denanci fora de strada a cum l'altro pe passa ala traversa anchora fora de strada, atraversando la sua spada cum gli toii brazi bassi, E cum la punta dela spada erta in lo volto o in lo petto come e aqui dipento.","[26v-a] ¶ Questo zogho si chiama scambiar de punta e se fa per tal modo zoe. Quando uno te tra una punta. subito acresse lo tuo pe ch'e denançi fora de strada, e cum l'altro pe passa ala traversa anchora fora di strada, traversando la sua spada cum cum[292] gli toi brazzi bassi, e cum la punta dela tua spada erta in lo volto o in lo petto come depento."
"[38] Because of your hilt, which I hold in my hand, I will make you bleed with my point in your face. This play comes from the exchange of points that came before me. If you make the thrust, and your opponent fails to immediately position his point either into your face or into your chest, perhaps because you are in armor, then you should quickly pass forward with your left foot, and seize his sword as shown here. Then strike him hard with your sword, since you have his sword gripped and he cannot escape.","[14v-d] De questo scambiar de punta che m'e denanci essi aquesto zogo. Che subito lo che lo scolar che m'e denanci non metesse la punta in lo volto delo zugadore ch'ello la falasse ch'ello non la metesse in lo volto ne in lo petto, o perche fosse lo zugadore armato. Subito debia lo scolar cum lo pe stancho innanci passar. E per questo modo lo debia piglare, e la sua spada metero[!] a bon ferire, po che lo zugadore e presa sua[294] spada non po fuzir.","[26v-b] ¶ De questo scambiar de punta che m'e denanzi, essi questo zogho, che subito che lo scolar che m'e denanzi non metesse la punta in lo volto del zugadore, e'lassasela si'che non la metesse ne in lo volto ne in lo petto, e per che fosse lo zugador armado, Subito debia lo scolaro cum lo pe stancho inanci passare, e per questo modo lo debia piglare. E la sua spada metter a bon ferire poii che lo zugador a presa sua spada e non po fuzire."
"[39] Here we stand crossed near the ground: And more knowledge of plays will be given. This is another defense you can make against the thrust. When someone thrusts at you as described in the “Exchange of Thrusts”,[295] two plays before me, then you must advance and step off the line. You should do the same thing in this play, except that in the “Exchange of Points” you thrust back with your hands low and your point high, as I explained earlier. But in this play, which is named “Breaking the Thrust”,[296] you proceed with your hands high and as you advances and step off the line you strike downwards, crossing the opponent’s thrust at mid-sword, and driving it to the ground. Then you quickly close to grapple.[297]",,"[26v-c] ¶ Questa si'e un'altra deffesa che se fa contra la punta zoe quando uno ti tra una punta come t'o detto in lo scambiar de punta in lo segondo zogo che m'e denanzi che se de acresser e passar fora di strada. Chossi si die far in questo zogho, salvo che lo scambiar de punta se va cum punta e cum gli brazzi bassi e cum la punta erta dela spada come detto denanzi. Ma questo se chiama romper de punta che lo scolaro va cum gli brazzi erti e pigla lo fendente cum lo acresser e passare fora de strada e tra per traverso la punta quasi a meza spada a rebater la a terra. E subito vene ale strette."
"[40] I beat your point to the ground very quickly And in this way, I strike you without a doubt. The student who preceded me beat his opponent’s sword to the ground. Now I am going to complete his play, as follows: after I beat my opponent’s sword to the ground I stomp on it with my right foot.[298] This will either break it or prevent him from being able to lift it. But wait—there’s more. As soon as I have pinned his sword to the ground with my foot, I strike him with the false edge of my sword under his beard or into his neck. And then immediately I will return with a downward strike of my sword to his arms or his hands, as you see drawn here. [In the Pisani Dossi, the Scholar stomps with his left foot and his opponent's right foot is forward; the Scholar's opponent is also left-handed.]",,"[26v-d] ¶ Lo scolaro che m'e denanzi a rebatuda la spada del zugador a terra. & io complisco lo suo zogho per questo modo. Che rebattuda la sua spada a terra, io gli metto cum forza lo mio pe dritto sopra la sua spada. Overo che io la rompo, o la piglo per modo che piu non la pora curare. E questo non me basta, che subito quando gl'o posto lo pe sopra la spada, Io lo fiero cum lo falso dela mia spada sotto la barba in lo collo. E subito torno cum lo fendente dela mia spada per gli brazzi o per le man come depento"
"[41] From the crossing at the ground which the Scholar makes I come to cut your face because of my swiftness; And your sword will end up bent or broken And it will no more be able to work or deal. Here is another drawing of the “Breaking the Thrust” play, that you saw first two drawings previously. After I have beaten his sword to the ground I quickly pin it to the ground with my right foot, and then strike him in the head, as you see shown here. [In the Pisani Dossi, the Scholar stomps with his left foot and his opponent's right foot is forward.]",,"[27r-a] ¶ Anchora questo zogho del romper di punta ch'e lo segondo zogho che m'e denanzi. Ch'e quando io o rebattuda la spada a terra, subito io fiero cum lo pe dritto sopra la sua spada. E in quello ferire io lo fiero in la testa come voii vedete."
"[42] From the play that came before, I enter into this one: I make it quickly and cut your face. This is another play that flows from the “Breaking of the Thrust” play. After I break his thrust, if he raises his sword to cover as I strike upwards, I quickly drop the hilt of my sword inside his right arm, near his right hand, then I grab my blade near the point with my left hand, and then strike him in his face.[300] Or alternatively, if I chose, I could drive my sword edge into his neck, slicing him across his throat.",,"[27r-b] ¶ Questo e anchora un altro zogho del romper de punta, che si lo zugadore in lo rompere ch'i'o rotta la sua punta, leva la sua spada ala coverta dela mia subito io gli metto l'elzo dela mia spada dentro parte del suo brazo dritto apresso la sua mane dritta, E subito piglo la mia spada cum la mia man mancha a presso la punta, e fiero lo zugadore in la testa. E se io volesse, metteria la al collo suo per segargli la canna dela gola."
"[43] I will make you turn by pinching your elbow And with that, I will strike you without any delay. Also, after I have beaten aside or crossed my opponent’s sword, I can press my left hand to his right elbow and push strongly. This will turn him and leave him unprotected, after which I can strike him.",,"[27r-c] ¶ Anchora quando io, o, rebatuda la la punta o vero che sia incrosado cum uno zugadore, gli metto la mia mane dredo al suo cubito dritto, e penzolo forte per modo che io lo façzo voltare e discovrire, e poii lo fiero in quello voltare, che io gli faço fare."
"[44] Because of the turn that I have given you by the elbow I have quickly struck your head from behind. The student who preceded me spoke truly when he told you that he could turn the opponent and cut to his head. In addition, before you could turn back to make cover I would give you a major wound in your back with the point of my sword.",,"[27r-d] ¶ Questo scolaro che m'e denanzi dise lo vero che per la volta ch'ello ti fa fare per questo modo dredo de ti la testa ti vegno a taglare. Anchora inanzi che tu tornassi ala coverta, Io ti poria fare in la schena cum la punta una piaga averta."
"[45] I appear to come from the right, but I enter on the left To give you this thrust with great pain and harm; I make myself called Deceitful Thrust by name; And I am so cruel as I exchange the point of the sword. This play is named “The False Point” or “The Short Point”,[301] and I will explain how to do it. I make it look like I am making a powerful attack against my opponent with a crosswise strike to his head. As he makes cover I strike his sword but only lightly. Then I quickly turn my sword to the other side of his blade, gripping my sword with my left hand at about mid-sword. From there I can quickly make a thrust into his throat or chest. This play is however better in armor than without armor. [The Getty resembles the Pisani Dossi image.]",,"[27v-a] ¶ Questo zogo si chiama punta falsa e punta curta, e si diro come la fazzo. Io mostro de venire cum granda forza per ferir lo zugadore cum colpo mezano in la testa. E subito ch'ello fa la coverta, io fiero la sua spada lizera mente. E subito volto la spada mia del'altra parte piglando la mia spada cum la mane mia mancha quasi al mezo. E la punta gli metto subita in la gola o in lo petto. Ed'e miglore questo zogo in arme che senza."
"[46] To the Deceitful Thrust that you wanted to strike at me, I have struck the counter by turning myself and my sword Such that I have positioned my point in your face, In this way I have removed all of your plays. This play is the counter to the previous play, the False Point or the Short Point. And this counter is made like as follows: when the student strikes my sword lightly and then turns his sword around to the other side, I turn my sword around his in exactly the same way, stepping sideways to the left as I do so to gain his unprotected side. From here I can make a thrust into his face. And this counter is good both with or without armor.",,"[27v-b] ¶ Questo si'e lo contrario del zogho che m'e denançi, zoe de punta falsa overo di punta curta. E questo contrario si fa per tal modo. Quando lo scolaro fieri in la mia spada, in la volta ch'ello da ala sua spada Subito io do volta ala mia per quello modo che lui da volta ala sua. Salvo che io passo a la traversa per trovar lo compagno piu discoverto. E si gli metto la punta in lo volto. E questo contrario e bono in arme e senza."
"[47] Here ends the Wide Play of the sword in two hands, made up of plays that are all connected to each other, including remedies and counters from both the right and left sides, and counter-thrusts and counter-cuts to each situation, with breaks, covers, strikes and locks, all things that can be easily understood.",,"[27v-c] ¶ Qui finisse zogho largo dela spada a doii mani, che sono zoghi uniti gli quali ano zoghi, zoe rimedii e'contrarii da parte dritta, e de parte riversa. e contra punte e contra tagli de zaschuna rasone cum roture coverte, ferire e ligadure, che tutte queste chose liçerissima mente se pono intendere."
"[48] Here we begin the Narrow Play of the two handed sword, in which you will see all manner of covers, strikes, locks, dislocations, sword disarms and throws to the ground. There will also be the remedies and the counters needed for each situation, whether you are attacking or defending.","[16r-t] E qui comenza zogo de spada a doi mane, zogo stretto. E'l modo de rompe tute punte e tagli. In lo quale serano d'ogni rasone, coverte, feride, e ligadure, e dislogadure, e prese, e tore de spada, e sbatere in terra, per diversi modi. E serano gli remedii, e gli contrarii de zaschuna rasone che bisogna a offendere e difendere.","[27v-d] ¶ Qui cominza zogho de spada a doii man zogo stretto, in lo quale sara d'ogni rasone coverte, e feride e'ligadure. e dislogadure e prese, e tore de spade, e sbatter in terra per diversi modi. E sarano gli rimedii e gli contrarii de zaschuna rasone che bisogna a offender e a defender."
"[49] Because of the way that we stand here crossed, The play is given to whoever knows more and is swifter: But since many plays are made from such a crossing, We will only be making the strongest counters. We stand with crossed swords, and from this crossing either one of us can make all of the plays that follow. And as I told you earlier, these plays will follow one after the other. [In the Pisani Dossi, the Scholar is wearing a crown.]","[16r-a] Nui stasemo qui incrosadi e di questo incrosare che noii fazemo. Tuti gli zoghi che noii segueno fargle possemo. Acosi uno de noii, quale l'altro. E tuti gli zoghi seguirano uno l'altro como denanci e dito.","[28r-a] ¶ Noi stasemo qui incrosadi, e di questo incrosar che noii fazemo, tutti gli zoghi che noii segueno far gli possemo, chosi uno di noii quale l'altro. E tutti gli zoghi seguirano l'uno l'altro come denançi e ditto."
"[50] Because of your hilt which I hold in my hand, I will strike you and your sword will be pledged to me.  Using the crossing my Master made with his right foot forward, I now complete the first play as follows: I pass forward with my left foot, and I reach over my right arm with my left hand, seizing his sword-grip in the middle, between his hands. And from here I can strike him with either my edge or my point. This grip can be made when fighting with the two-handed sword or the one-handed sword. And I can make this grip by reaching either under or over the crossed swords.","[16r-b] Per lo incrosar che a fatto lo magistro cum lo pe dritto denanci io comprischo lo primo zogo, zoe che io passo cum lo pe stancho, e cum la mia mane stancha passo di sopra lo mio dritto brazo, e piglo lo suo mantenir dela spada sua, in mezo le soe[!] mane zoe in mezo delo mantenir. E cum taio e punta, Io lo posso ferir, e questa presa se po fare cosi a spada de una mane, come a doe mane, e cosi a incrosar de sotto mane come di sopra se po far tal presa.","[28r-b] ¶ Per lo incrosare ch'a fatto lo magistro, cum lo pe dritto denanci io complisco lo primo zogho, zoe Che io passo cum lo pe stancho e cum la mia mane stancha passo di sopra lo mio dritto brazzo, e piglo el suo mantenir di'sua spada in mezo le soe[!] mane zoe in mezo delo mantenir. E cum taglo e punta io lo posso ferir. E questa presa si po fare a spada d'una e de doii mane. & a incrosare tanto di sopra quanto di sotta mane si po far tal presa."
"[51] Because my sword has received a blow And because of this catch, my pommel strikes you in the face. This is another play that flows from the crossing of my Master. And from that crossing I can make this play and all of the others that follow. In this play I grip my opponent at the elbow as shown, and then strike him in the face with the pommel of my sword. After that I can also strike him in the head with a downward strike before he has a chance to make cover against me.","[16r-c] Questo e uno altro zogo che vene delo incrosar dello mio magistro. E como ello e incrosado ello po fare questo zogo e lli altri po che segueno de dredo, zoe ch'ello po fare overo piglare lo çugadore a questo modo, e ferirlo in lo volto cum lo pomo de sua spada. Anchora po ferirlo de fendente in la testa. Innanci ch'ello fare coverta presta.","[28r-c] ¶ Questo e un altro zogho che vene del incrosar del mio magistro. E commo ello e incrosado ello po fare questo zogo e'gl'altri che qui dredo siegueno. zoe, Che'lo zugadore po pigliare a questo modo lo zugadore, e ferirlo in lo volto cum lo pomo dela spada sua. Anchora po ferirlo de fendente in la testa, inançi ch'ello possa fare coverta presta."
"[52] This is another strike with my pommel, Following the quickness of the art and the Masters. This is another pommel strike, which is effective against a man with or without armor. Make this strike quickly if his face is unprotected, and you will certainly hurt him. I can tell you from experience that with this strike you’ll have him spitting out four teeth. From here, if you wish, you can also throw your sword around his neck, as my fellow student will show you next.","[16r-d] Questo e uno altro ferir de pomo e se po far subito, se lo volto e discoverto fallo senza dubito, Che lo se po fare armado e disarmado. Quatro denti fora butta de boccha a uno cum tale zogo, che l'a provado. E lla spada se volesse al collo te poria butar come fa dredo da mi quello scolaro.","[28r-d] ¶ Questo e un'altro ferir de pomo. E se po far subito Si lo volto a discoverto, fa lo senza dubito. Che ello si po fare armado e disarmado. Quatro denti butta Fior[!] di bocha a uno cum tal zogo, si ch'el l'a provado. E la spada al collo se volesse te poria butare, como fa dredo a'mi quello scolare."
"[53] I send you to the ground in this match; I have not failed to thrust my sword to your neck. As the student who preceded me told you, after doing the previous play I now put the sword-edge into your neck. And from here, if I discover that you have no neck armor, I will easily cut your throat.","[16v-a] Per lo zogo che m'e denanci, e como lo scolar ha ditto io t'o posta la spada al collo. E lla gola te posso ben taglar. Per o ch'io sento che tu non ai punto di colaro.","[28v-a] ¶ Per lo zogho che m'e denanzi e como lo scolar a ditto io t'o posta la spada al collo, e la gola te posso ben taglare, per che i sento che tu non hai punto de colare."
"[54] From the right cover I have caught you so well, That I will lay you out on the ground.","[15r-c] Questo zogo se fa per tal modo zoe che uno vada cum lo colpo mezano contra lo mezano de parte riversa e subito vada cum coverta ale strette. E buta la sua spada alo collo dello compagno, piglando la sua mane dritta cum la sua stancha de si in stesso come aqui dipento. Butarlo po in terra senza falimento metendo lo suo pe dritto dredo lo suo dritto.",
"[55] This play is performed as follows: against a crosswise strike from his left, you meet it with a crosswise strike of your own from your left.[304] Then you quickly move to close range under cover, and then throw your sword around your opponent’s neck, as you see drawn here. From here you can easily throw him to the ground. [In the Pisani Dossi, the Scholar's right foot is outside (in front) of his opponent's right foot.]","[15r-d] Questa e una altra presa de butar uno in terra cum tuta la spada. Zoe che aquesto scolar incrosa cum lo zugadore della parte dritta e passa ale strete, e cum la mane sua stancha penze lo cubitto dritto del zugadore. E subito gle butta la spada al collo piglando la sua propia spada al mezo. Ello suo dritto pe dredo lo suo dritto dello zugadore. Acosi lo butta[305] in terra cum pocho honore.","[30r-b] ¶ Questo zogho se fa per tal modo zoe che uno vada cum lo colpo mezano contra lo mezano de parte riversa e subito vada cum coverta ale strette, e butti la spada al collo del compagno como qui e depento. Buttar lo po in terra senzo fallimento."
"[56] If he covers from his right side, seize his sword with your left hand as shown and strike him with a thrust or a cut. Then after striking him hard, if you wish, you can drop your own sword and cut his face or neck with his own sword, in the manner shown by the student in the next picture.[307]","[15v-a] Questo e uno altro modo de butar uno in terra. E si fa per tal modo lo scolar se incrosa cum lo zugadore dela parte dritta, e si vene ale strette. E cum la mane stancha pigla la spada delo zugadore passando la mezamento della spada, e subito butta la sua spada in terra, e quella del zugadore propia, gle mette al collo piglando lo mantenir al mezo zoe in mezo dela mane del zugadore. E cum lo suo pe dritto dredo lo suo dritto, e per tal modo lo butar in terra cum la sua spada propria.","[29r-d] ¶ Se uno se covra dela parte dritta, piglia cum la tua mane stancha la sua spada per questo modo, e fierilo di punta voii cum lo taglio. E se tu voii tu gli tagli cum la sua spada lo volto o voii lo collo per lo modo ch'e depinto. Anchora quando io t'o ben ferido, io posso abandonar la mia spada e pigliar la tua per lo modo che fa lo scolaro che m'e di dredo."
