Novati Translation by Michael Chidester Getty Translation by Colin Hatcher,Morgan Version (1400s) [edit] Transcribed by Michael Chidester,Getty Version (1400s) [edit] Transcribed by Michael Chidester
,,"[15r-a] ¶ Questo zugadore mi tegniva per lo cavezzo. & io subito inanzi che ello tressi cum la daga, cum ambe le mie man presi la sua man stancha. E'l so brazzo stancho zitai sopra lo mio dritto per dislogargli lo ditto brazzo. Che ben gl'elo del tutto dislogado. Questo faria piu siguro armado che disarmado."
,,"[15r-b] ¶ In questo modo te zitiro per terra che non mi po fallire. E la tua daga prendero a non mentire. Se tu saray armado, lo te pora zovare, che cum quella propia ti toro la vita. Se noii semo armadi, l'arte non o fallida. Ben che si uno e disarmado e sia ben presto, degl'altri zoghi po far asai & anchora questo."
,,"[15r-c] ¶ Questa coverta in Arme e senz'arme e molto bona. E contra zaschun homo forte, tanto e bona a chovrir di sotto mane quanto di sopra. E questo zogho intra in ligadura mezana, çoe al terzo zogho del primo Re e rimedio di daga. E si la ditta coverta si fa sotto mane, lo scolaro mette lo zugadore in ligadura de sotto, zoe in la chiave forte ch'e sotto lo terzo Re e rimedio ch'e zoga a man riversa a lo Sesto zogho."
,,[15r-d] ¶ Si questo brazzo posso voltare io non mi dubito che in la ligadura de sotto e chiave forte ti faro intrare. Ben che siando armado piu sigura mente se poria fare. Ancho poria altro contra ti fare se io tegno la mane stancha ferma e cum la dritta ti piglio sotto al zinochio la gamba stancha per metter te in terra forza non mi mancha.
,,"[15v-a] ¶ Cum gli brazzi crosadi t'aspetto senza paura. Tra voii di sotto e voii di sopra che non fazzo niente cura, che per ogni modo che tu mi trara tu sarai ligado. O in la ligadura mezana, o in la sottana tu saraii serato. Ben che se volesse far la presa che fa lo quarto Re, rimedio di daga cum gli zogi soii, asai male te faria. E a torti la daga non mi mancharia."
,,[15v-b] ¶ Questa presa mi basta che cum tua daga non mi poii tochare. Lo zogho che m'e driedo quello ti voglo fare. E altri zoghi asaii ti poria fare sença alchun dubito. I'lasse gl'altri per che questo m'e bon e ben subito.
,,"[15v-c] ¶ Questo Scolaro che m'e denanzi questo e suo zogho pero che questo tore di daga io lo façço in suo logho, che cargo la sua daga inverso la terra dritto, per torgli la daga como si sopra e scritto. E per la volta che ala daga faro fare. La punta in lo petto gli mettero senza fallare."
,,"[15v-d] ¶ A ço che questo scolaro non mi possa lo Brazzo dislogare io lo tegno curto e linzinado. E si io li tignisse piu linçinado saria anchora meglio, per chi i faço lo contrario del Re e magistro del zogho stretto dela daga."
"[81] There is no man who knows more about dagger versus dagger than I. Whether in armor or without, I will gravely injure you, And when fighting at the barrier I truly love To vanquish everyone with these close plays. I am the Sixth [Dagger Remedy] Master and I tell you that this cover is good either in armor or without armor. And with this cover I can cover attacks from all directions and enter into all of the holds and binds, and strike to finish, as the students who follow me will show. And each of my students will make this cover, and then they will make the plays shown after, as they are qualified to do. [The Getty is ambiguous about whether the Master's dagger position matches the Pisani Dossi or the Paris.]",,[16r-a] ¶ Sesto Magistro che son digo che questa coverta e fina in arme e senç'arme. E cum tal coverta posso covrire in ogni parte. E intrare in tutte ligadure. E far prese e ferire segondo[169] che gli scolari miei vignirano a ferire finire. E questa coverta façça çaschuno mio scolaro. E poii faça li zoghi dredo che si po fare.
"[82] I made the cover of the Sixth [Dagger Remedy] Master who preceded me. And as soon as I have made this grip I will be able to strike you. And because I position my left hand in this way, I will not fail to take away your dagger. I can also put you in the middle bind, which is the third play [3] of the First Dagger Remedy Master. I could also make other plays against you, without abandoning my dagger.",,"[16r-b] ¶ I'o fatta la coverta del Sesto Magistro che m'e denanzi. E subito io fici questa presa per ferir te che far la posso. E a torti la daga non mi mancha per tal modo teglo la mia man stancha. Anchora ti posso metter in ligadura me-[!] mezana ch'e lo terzo zogo del primo Magistro çoe rimedio di daga. Anchora d'altri zogi te poria fare, senza mia daga abandonare."
"[83] From the cover of my Master which is so perfect, I will strike you in the chest with a half turn of my dagger. I have made this half turn from the cover of my Sixth Master and I have quickly positioned myself to strike you. And even if you were armored I would care little, for in that case I would thrust this dagger in your face. However, as you can see, in this case I have thrust it into your chest because you are not armored and you do not know the close range game.",,"[16r-c] ¶ Meza volta o fatta tegnando la coverta del mio Magistro Sesto. E a ferirte so stado ben presto. E si tu fossi armado, pocha di ti faria cura, che questa daga te meteria in lo volto a misura. Ben che mituda te l'o in lo petto, perche tu non e armado, ne saii zogo stretto."
"[84] With my Master’s cover and with a half turn to the outside, I can still strike or bind you or take away your dagger. I have not abandoned the cover of my Sixth [Dagger Remedy] Master. I turn my left arm over your right. And moving my right foot at the same time as my left arm I turn myself to the outside. You are now partly bound, and you will have to admit that you will quickly lose your dagger. And I make this play so quickly that I have no concern or fear of your counter. [In the Paris, the Scholar wears a crown, and both he and his opponent have their right feet forward.]",,"[16r-d] ¶ Del Sesto mio Magistro non habandonaii la coverta. Lo mio brazzo stancho voltaii per di sopra lo tuo dritto. E concordando lo pe dritto cum Lo brazo stancho voltandome a parte riversa. Tu e, mezo ligado, e la tua daga tu poi dire io l'o tosto persa. E questo zogo io lo fazo si subito che de contrario non temo, ne non ho dubito."
"[85] From the cover my Master made With this grip and cover I will give you grief. Having made the cover of my Master, I made this grip. And I can strike you whether you are armored or unarmored. And I can also put you into the lower lock of the first scholar of the Fourth Dagger Remedy Master.",,[16v-a] ¶ Fatta la coverta del mio Magistro i'o fatta questa presa. Armado e disarmado ti posso ferire. E anchora ti posso metter in ligadura soprana del primo scolar del quarto Magistro rimedio di daga.
"[86] Without abandoning the cover of the Sixth [Dagger Remedy] Master, I make this turn [with my dagger]. Your right hand will lose the dagger, and seeing that you have been reversed, my dagger will quickly strike you, and your dagger will be lost to you. Also I can make a turn with my left arm and make you suffer in the lower lock.",,"[16v-b] ¶ Non abandonando la coverta del Magistro Sesto, i' fazo questa volta. La mano tua dritta per perder e la daga, e vedi che tu la riversi, la mia subito ti ferira, e la tua daga da ti sera persa. Anchora tal volta cum lo brazo stancho posso fare che in la sotana ligadura ti faro stentare."
"[87][170] If you and I are both armored, I will thrust the knife into your hand, as you can see. Although I am placed after the counter-remedy to the Sixth Master, I should logically be placed before him, because I am a student of the Sixth [Dagger Remedy] Master and my play belongs to him. And this play makes more sense in armor than unarmored, because if he is armored I can strike him in the hand where he cannot fully protect himself; whereas if he is unarmored, I would aim to strike him in the face or in the chest, or in some other vulnerable place.",,"[16v-d] ¶ Ben che sia posto dredo lo contrario del Sesto zogo io vo per rasone denançi de luii, per che io son so scolaro e questo zogo si e suo zoe del Magistro Sexto. E vale piu questo zogo in arme che senç'arme, pero fiero costuii in la mano, per che in quello logo non si po ben armare. Per che se uno e disarmato çercheria de ferirlo in lo volto o in lo petto. Overo in logo che pezo gl'avenisse."
"[88] With my left hand I will turn you and expose you And with this counter, I will be able to strike you hard. I make the counter-remedy of the Sixth King [Dagger Remedy Master], turning your body with an elbow push, and in this way I can strike you, because with this elbow push that I quickly do, I will be able to defend against many close plays. And this is a particularly good counter-remedy to the all of the holds of the close-range game.",,"[16v-c] ¶ Lo contrario del Re Sexto io faço, penzando lo lo[171] tuo cubito faro la tua persona voltare E in quello te poro ferire. Pero che questo penzere che subito faraii de molti zogi stretti defender si pora. E maximamente e contrario dele prese del zogo stretto."
"[89] With my left hand placed in my defense as shown, I will quickly cause you harm with this counter.",,
"[90] If I am armored this is a good cover to choose, And from here I can enter quickly into the middle bind, And the fight will be over For there is no good defense against it.",,
"I am the Seventh [Dagger Remedy] Master and I play with arms crossed. And this cover is better made when armored than unarmored. The plays that I can do from this cover are the plays that came before me, especially the middle bind which is the third play of the first Dagger Remedy Master. Also I can turn you by pushing your right elbow with my left hand. And I can strike you quickly in the head or in the shoulder. And this cover is better for binding than any other cover, and is a very strong cover to make against the dagger.",,"[17r-a] ¶ Lo Setimo Magistro son che zogo cum le brazze incrosade, e piu vale questa coverta in arme che senç'arme. Quello che posso fare cum tal coverta gli miei zogi sono denançi, zoe la ligadura mezana ch'e lo terzo zogo del primo magistro rimedio di daga. Anchora te posso voltar pençando te cum la mia man stancha lo tuo dritto cubito. E poii ferirte in la testa o in le spalle di subito. E questa coverta e piu per ligare che per far altro, ed'e fortissima coverta contra daga."
"[91] You will not be able to put me into the middle bind, Whereas I am going to strike you as I turn you.",,
"This is the counter remedy to the plays of the Seventh [Dagger Remedy] Master who came before me. With the push that I make to his right elbow, let me tell you that this counter-remedy is good against all close range plays of the dagger, the poleaxe, and the sword, whether in armor or unarmored. And once I have pushed his elbow I should quickly strike him in the shoulder. [In the Getty, the Master's right foot is forward.]",,"[17r-b] ¶ Questo e lo contrario del Setimo Magistro che m'e denançi. Per la penta ch'io fazo al so destro cubito. Anchora digo che questo contrario si'e bon a ogni zogo stretto di daga, e d'azza, e de Spada in arme e senç'arme. E fatta la penta al cubito, lo ferir in le spalle vol esser subito."
"[92]  I am the Eighth [Dagger Remedy] Master and I cross with my dagger. And this cover is good both armored or unarmored. And some of my plays are shown before me, and some are shown after me…",,"[17r-c] ¶ L'otavo Magistro son, e incroso cum mia daga. E questo zogo e bon in arme e senç'arme. E li miei zogi sono posti alchuni denanzi alchuni di driedo. Lo zogo chi m'e denanzi zoe lo quarto zogo çoe chi fere lo zugadore in la man cum la punta di sua daga per lo simile poria ferir costuii di sotta mano, come ello lo fere di sopra. Anchora poria piglar la sua mano in la zuntura cum la mia man stancha, e cum la dritta lo poria ben ferire, segondo che trovarete dredo di mi lo nono scolaro del nono Magistro, che fere lo zugadore nel petto. Anchora poria fare Lo ultimo zogo ch'e dredo abandonando la mia daga."
"[93] …In the play that is shown before me, three plays back [72], the Zugadore was struck in his hand with the point of his opponent's dagger. Similarly in this play I could strike downwards to his hand just as in the earlier play I struck upwards to his hand. Also, I could seize his hand at the wrist with my left hand, and then strike him hard with my right hand, just as you will find demonstrated by the ninth student [108] of the Ninth [Dagger Remedy] Master, who strikes the Zugadore in the chest. Also, I could do the last play that follows after [109] where I drop my own dagger and take his.",,"[17r-c] ¶ L'otavo Magistro son, e incroso cum mia daga. E questo zogo e bon in arme e senç'arme. E li miei zogi sono posti alchuni denanzi alchuni di driedo. Lo zogo chi m'e denanzi zoe lo quarto zogo çoe chi fere lo zugadore in la man cum la punta di sua daga per lo simile poria ferir costuii di sotta mano, come ello lo fere di sopra. Anchora poria piglar la sua mano in la zuntura cum la mia man stancha, e cum la dritta lo poria ben ferire, segondo che trovarete dredo di mi lo nono scolaro del nono Magistro, che fere lo zugadore nel petto. Anchora poria fare Lo ultimo zogo ch'e dredo abandonando la mia daga."
"[94] I am the counter-remedy to the Eighth [Dagger Remedy] Master that preceded me, and to all of his students…",,"[17r-d] ¶ Io son lu contrario del otavo zogo che m'e dinanzi e di tutti soii scolari. E se io alungo la man mia mancha al suo cubito, penzerolo per força, a modo che lo poro ferire ala traversa. Anchora in quello voltare che gli faro, poria butargli lo brazo al collo e ferirlo per asaii modi che si po fare."
"[95] After this turn that I quickly make you do I will strike you and force you to the ground. …If I extend my left hand to his elbow, I can push it so strongly that I can strike him obliquely. Also, as I make him turn I can throw my arm around his neck and hurt him in a variety of possible ways.",,"[17r-d] ¶ Io son lu contrario del otavo zogo che m'e dinanzi e di tutti soii scolari. E se io alungo la man mia mancha al suo cubito, penzerolo per força, a modo che lo poro ferire ala traversa. Anchora in quello voltare che gli faro, poria butargli lo brazo al collo e ferirlo per asaii modi che si po fare."
"[96] In armor this is a very strong cover Because from here you can bind either above or below; One way you go to the lower bind, The other way you go to the upper bind or the middle bind.",,
[97] This is a guard that is a strong cover in armor or unarmored. It is a good cover because from it you can quickly put your opponent into a lower lock or “strong key.” This is what is depicted by the sixth play [54] of the Third [Dagger Remedy] Master who defends against the reverse hand strike and who uses his left arm to bind the Zugadore’s right arm.,,[17v-a] ¶ Questa si e una guardia e si'e zogo forte in arme e senç'arme. & e bona per che la e subita de mettere uno in ligadura de sotto e chiave forte ch'e depenta lo Sexto zogo del terço Magistro che zoga a man riversa che tene lo zugadore ligado cum lo suo brazo stancho lo suo dritto.
"[98] This cover that I make like this with arms crossed is good in armor or unarmored. And my play puts the Zugadore into the lower lock, which is also called the “strong key,” which the scholar who preceded me told you about, namely the sixth play [54] of the Third Master who defends with his right hand against the reverse hand strike. And this play is made similarly to the play that immediately preceded me, but is begun in a slightly different way. And our counter–remedy again is the elbow push. [The Master in the right image is missing both garter and crown.]",,"[17v-b] ¶ Questa coverta che io fazzo a questo modo cum li brazzi incrosadi, si'e bona in arme e senç'arme. El mio zogo si'e di metter questo zugadore in la ligadura di sotto, zoe quella ch'e chiamada chiave forte, in quella che dise lo scolaro che m'e denanzi, zoe in lo Sesto zogo del terço Re che zoga cum la mane dritta a man riversa. E questo zogo si fa simile mente che se fa questo primo che m'e denançi, ben che'l sia per altro modo fatto. E'llo nostro contrario si'e a pençere ve[!] lo cubito."
"[100] From this grip that I have I can do many plays. Take away the dagger, break, strike or bind. And the quickest is to take the dagger from your hand, so as to avoid any risk of harm from the player. I am the Ninth King [and Dagger Remedy Master] and I no longer have a dagger. And this grip that I make from the low attack is similar to the grip made by the Fourth King [and Dagger Remedy Master], only this one is made against the low attack instead of the high attack, and my plays are not the same as his. This grip is good whether in armor or unarmored, and from it you can make many good strong plays, as shown below. Whether in armor or unarmored there is no doubt of their effectiveness.",,"[17v-c] ¶ Lo nono Re son, e piu non e di daga, e tal presa che io fazo de sotto, tale presa fa lo Quarto Re di sapramane ch'io faço di sotta. Ma gli miei zogi non si fano cum gli soi nigotta. Questa presa vale in arme e senza che io posso fare zogi assai e forti. E maxima mente quelli che mi fano seguito. In arme e senza di loro non è dubito."
"[101] If I rotate the dagger close to your elbow, Your dagger will be mine for certain. I have followed on from the presa of the Ninth [Dagger Remedy] Master. Taking my right hand from the grip, I seize your dagger as shown and I rotate it upwards close to your elbow. And I will then thrust the point into your face for certain, or I will deal with you as the next student will demonstrate.",,"[17v-d] ¶ Lo mio Magistro Nono cum la presa ch'ello ha fatta quella ho seguita Lassando la mia mano dritta dela presa, Piglai la tua daga commo io fazo per apresso lo tuo cubito gli daro volta in erto. La punta ti metero in lo volto per certo. Segondo che lo scolar fa chi m'e dredo. In quello modo ti faro come i'credo."
"[102] The first student of this Master Takes away the dagger and makes this play. I complete the play of the student who came before me, and from his grip this is how he should finish his play. Other students will make different plays from his grip. Watch those who follow, and you will see their techniques.",,"[18r-a] ¶ Questo zogo che fa lo scolar che m'e denanzi, io fazzo suo complimento, per che dela sua presa qui si finisse lo zogo suo. Ben che gl'altri soii scolari farano de tal presa altri zogi. Guardate dredo e vederete gli loro modi."
"[103] I can dislocate your arm like this, And I can also bind you in the lower bind. My Master's grip has already been demonstrated. Here my right hand leaves his grip. And if I grip you under your elbow, I can dislocate your arm. And also from this grip I can put you into a bind, namely the “strong key” [lower bind], which is one the third King and [Dagger Remedy] Master showed in his plays In his sixth play [38] he shows you how this one is done. [In the Getty, the Scholar's right foot is forward.]",,"[18r-b] ¶ La presa del mio Magistro quella o fatta vista. E la mia man dritta lassai dela sua presa. E si t'o preso sotto lo tuo dritto cubito, Per dislogarte lo brazzo. E anchora cum tal presa ti posso metter in ligadura zoe in chiave forte. Che lo terço Re e magistro reze soi zogi. In lo Sesto zogho sono gli soi modi."
"[104] If I can give your arm a half turn, You will quickly find yourself in the lower bind. I have arrived at this position from the grip of my Master [Ninth Dagger Remedy Master], and I do not remain in this grip but move into the lower bind, also known as the “strong key.” This I can do without difficulty, and I can then easily take your dagger. [In the Getty, the Scholar's right foot is forward.]",,[18r-c] ¶ Per la presa del mio magistro io son venudo in questa. E di questa presa non faro resta che te mettero in ligadura sottana çoe in chiave forte. Che a mi e pocha di briga. Ben che la tua daga ben possa avere senza fadiga.
"[105] Without releasing my grip I enter underneath your arm, And from behind your shoulder I will hurt you grievously. I have not abandoned the grip of my Master [the Ninth Dagger Remedy Master], but I have quickly entered under his right arm, to dislocate it with this grip. I can do this whether he is wearing armor or not, and once I have him held from behind and in my power, I will show him no mercy as I hurt him.",,[18r-d] ¶ La presa del mio magistro non o abandonada. Anche subito intrai per sotto lo suo brazzo dritto per dislogargli quello cum tal presa. O armado o desarmado questo gli faria. E quando io lo tegniro dredo de lu'in mia bailia per mal fare no gli rendero cortesia.
"[106] Although this play is not often employed, It can be done well, if you practice it. I did not abandon the grip of my Master [the Ninth Dagger Remedy Master] and the Zugadore saw that he could not break my grip on his arm. And as he pressed downwards towards the ground with his dagger, I quickly reached through his legs from behind and grabbed his right hand with my left hand. And once I had a good grip on his hand, I passed behind him. And as you can see in the picture, he cannot dismount his own arm without falling. And I can now also do the play that follows me. If I let go of the dagger with my right hand, and I grab his foot I will send him crashing to the ground, and I cannot fail to take his dagger.",,"[18v-a] ¶ La presa del mie magistro non abandonai in fin che questo zugador vidi vidi[176] che non lassava la presa. E luii se inchina cum la daga in verso terra E io subito piglai la sua mano cum la mia mancha per enfra le soi gambe. E quando la sua mano hebbe ben afferada, dredo de lu passai. Comomo possete vedere ch'ello non si po discavalcare sença cadere. E questo zogho che m'e dredo posso fare. La man dritta dela daga lassa, e per lo pe lo vegno a piglare, per farlo in terra del tutto andare, e a torgli la daga no mi po manchare."
"[107] The student who preceded me performed the first part of this play, and I make the finish by driving him into the ground, as has already been explained. Although this play is not commonly performed in the art, I wish to show you that I have a complete knowledge of it.",,"[18v-b] ¶ Questo scolaro che m'e denanzi, a fatto lo principio. & io fazo del so zogho la fine, de mandarlo in terra como ello ha ben ditto. Per che questo zogho non habia corso in l'arte, volemo mostrare che in tutta liei habiamo parte."
"[108] I made the cover of my Master [the Ninth Dagger Remedy Master] and then quickly I gripped him in this way with my left hand. And then I drew my dagger and thrust it into his chest. And if I do not have time to draw my dagger, I will make the play that follows me.",,"[18v-c] ¶ Del mio magistro fese sua coverta e subito cum mia mano stancha, presi la sua a questo modo. E cum la mia dagha gli fazo una punta in lo suo petto. E si la daga mia no fosse sufficiente, Faria questo zogo che a mi e seguente."
"[109] With this play I complete the play of the student who preceded me, who left his [sheathed] dagger where it was and instead decided to take your live dagger. I have already explained how this play is performed.",,"[18v-d] ¶ Questo zogo complisco de questo scolaro che m'e denanzi che lassa la sua daga cativa e vole la tua bona. Questo che io ti fazo, a luii tu la rasona."
"[110] The Counter-remedy to this Ninth [Dagger Remedy] Master's play is as follows: when the Zugadore with his left hand has seized your right hand that has the dagger, then you should quickly seize your dagger near the point and strongly draw or pull it back towards you so that he has to let go of it, or alternately press the dagger point into his elbow to make him think twice.",,"[18v-f] ¶ Lo contrario dello Nono Magistro si'e questo, che quando lo zugadore a presa la man dritta cum la daga cum la sua man stancha, che subito lo zugadore, pigli la sua daga a presso la punta e tragala overo tiri in verso di si si forte che'la convegna lassare, overo gli daga penta al chubito per farlo svariare."
"[1] I know how to cover cuts and thrusts with my dagger. Come one by one, that this play will not fail. And my Scholar will show the proof: Doing it according to what you find depicted. Here begin sword against dagger plays, and you will have a significant advantage if you know how to do these.[177] The Master waits in a guard named Boar’s Tusk, a guard that will protect me from both cuts and thrusts. As I beat back[178] my opponent’s sword, I pass backwards with my right foot, for I know the Narrow Play so well it cannot fail me. Attack me one by one as you wish. None of you will escape as I destroy each of you with this turn of my dagger.[179]","[18r-d] Aqui comenza spada e daga a zugare, lo avantazo si e grande a chi lo sa fare. Lo magistro spetta in questa guardia cum la daga. E lla guardia se chiama dente de zenghiaro vegna tagli e punte che di quelle me so guardiar lo pe dretto cum lo rebatere indredo lo faro tornar. lo zogo stretto so a mente e non lo posso falar. A uno a uno vegna chi contra mi vole fare, che se ello non me fuzi. Io lo guastaro in uno voltare.",[19r-a] ¶ Qui cominza Spada e daga a zugare. La vantazo e grande a chi lo sa fare. Lo Magistro spetta in questa guardia. E la guardia se chiama dente di zenghiaro. Vegna tagli e punte che di quelle mi so guardare. Lo pe dritto cum rebatter in dredo lu faro tornare. Lo zogo stretto so a mente e non lo posso fallare. A uno a uno vegna chi contra me vol fare. Che se ello non me fuzi io lo guastaro in un voltare.
"[2] The proof is found depicted here: You see that I can strike you without difficulty. I have made the cover against the thrust that my Master showed you, and now I quickly strike my opponent in the face or the chest. With dagger versus sword you should always aim to close with your opponent.[180] Here, since I am at close range I can strike you effectively, and like it or not, you will have to endure it. [In the Getty, the Scholar's left foot is outside of (behind) his opponent's.]","[18v-a] Lo mio magistro contra la punta fa tal coverta e subito fieri in lo volto overo in lo petto. E cum daga, contra spada, sempre vole zogo stretto. Aqui son stretto e ti posso ben ferire. O voi o non tu lo convene sofrire.","[19r-b] ¶ Lo mio magistro cotra[!] la punta fa tal coverta e subito fieri in lo volto overo in lo petto. E cum daga contra Spada sempre vole zogo stretto. Qui son stretto e ti posso ben ferire, o vogli o no tu lo conven sofrire."
"[3] The sword has won against the dagger here, Because I have turned you and pushed you. If the attacker[181] in the previous picture had known how to defend himself, he would have reached across with his left hand and seized the opponent behind his left elbow, turning him in the manner shown here. Then he would have no need of a counter to the remedy of the dagger Master.[182]",[18v-b] Se lo zugadore che m'e denanci avesse sapindo fare tal defesa. S'ello avesse la mane stancha al scolaro posta aquesto modo dredo lo suo cubito voltandolo per tal modo che aqui se monstra. A me non bisognava far contrario dello magistro che sta cum la daga in posta.,"[19r-c] ¶ Si lo zugadore che m'e denanci avesse sapuda fare tal deffesa, Se ello avesse la mano stancha al scolaro posta a questo modo dredo lo suo cubito voltandole per tal manera che qui si mostra, a me non bisognava far contrario del magistro che sta cum la daga in posta."
"[4] If someone would attack me with a sword to my head, I would make this cover with a quick catch; I would turn him with the left hand And then I would strike with a dagger in his back. If the dagger Master is attacked with a downward strike to the head, he passes forward immediately making the cover shown, turns his opponent by pushing his elbow, and then strikes him immediately. He can also bind the opponent’s sword with his arm, as shown in the fourth play of the sword in one hand.[183] You will also find this Middle Bind shown in the third play of the dagger,[184] which is made a hands-breadth from the face.[185]","[18v-c] Se allo magistro che sta in posta cum la daga contra la spada gli vene trato de fendente per la testa. Ello passa innanzi, e questa coverta ello fa presta e dagli volta penzando lo cubito. E aquello po ferir ben subitto. Anchora la spada cum lo brazo gli po ligare,[186] per quello modo che lo quarto zogo de spada d'una mano sa fare, e anchora in la daga allo terzo zogo troverai, aquella ligadura mezana. Che apresso lo volto sta serada a una spanna.","[19r-d] ¶ Si a lo magistro che sta in posta cum la daga cum spada gli vene tratto de fendente per la testa, Ello passa inançi e questa coverta ello fa presta e dagli volta penzando lu cubito. E quello po ferir ben subito. Anchora la spada cum lo so brazo gli po ligare per quello modo che lo quarto zogo di spada d'una mane sa fare. E anchora in la daga allo terço zogo troverai quella ligadura mezana. che apresso lo volto sta serada ad una spana."
"[5] Because you have not struck me in the back, I make this counter without trouble.",,
"[6] This match is one of dagger to sword: The sword invites against the dagger that he holds, And he will demonstrate through his Scholar The way in which this play may be done. This is one way to defeat[188] dagger against sword. The man with the dagger grabs the man with the sword by the collar[189] and warns: “I will strike you with my dagger before you can draw your sword from its scabbard.” The man with the sword says “Try and strike me then, for I am ready.” And as the man with the dagger attacks, the man with the sword responds in the manner shown in the next picture.",[18v-d] Questo e uno partito ch'e de daga contra la spada Aquello che ha daga e tene aquello dela spada per lo cavezo dise io te feriro cum mia daga innanzi che tu cavi la spada dela guagina. Quello della spada dise pur tra che sono aparechiado. E cum quello dela spada fa segondo ch'e dipento aqui de dredo.,"[19v-a] ¶ Questo e un partido de daga contra spada Quello che a daga e tene quello della Spada per lo cavezo, dise io te feriro cum mia daga inançi che tu cavi la Spada dela guagina. E quella dela spada dise tra puro che son aparechiado. E come quello dela daga vol trare, quello dela spada fa segondo ch'e depento qui driedo."
"[7] In this fashion the sword defends against the dagger: I will strike you with the sword; the dagger can do nothing. When the man with the dagger raises his arm to strike me, I immediately press the sheath of my sword against his dagger arm in such a way that his arm is jammed. I then quickly draw my sword, and I can strike him before he has a chance to even touch me with his dagger. I could also take the dagger from his hand using the method of the First Dagger Remedy Master,[190] or I could put him into the middle bind, using the third play of the First Dagger Remedy Master.[191]","[17r-a] Quando costui leva lo brazo per darme della daga. Subito io gli o posta lada[!] guagina apozada allo brazo suo della daga per modo che non mi po far impazo. E subito io sguaino la mia spada, e si lo posso fer inanzi ch'ello me possa tochar cum sua daga. Anchora poria torgle la daga dela mano per lo modo che fa lo primo magistro de daga. Anchora poria ligarlo in la ligadura mezana, ch'e lo tezo[!] zogo della daga, dello primo magistro ch'e remedio.","[19v-b] ¶ Quando costuii leva lo brazo per darme dela daga subito gl'o posta la guagina apozada al suo brazo dela daga per modo che non mi po far impazo. E subito sguagino la mia spada, e si lo posso ferire inançi ch'ello mi possa tochare cum sua daga. Anchora poria torgli La daga dela mano per lo modo che fa lo primo magistro de daga. ¶ Anchora porave ligarlo in ligadura mezana che lo terço zogo dela daga del primo magistro ch'e rimedio."
"[8] This is another odd match: The sword makes an invitation against the dagger. The sword will make the play of the Scholar And will demonstrate that the dagger can do nothing. Here is another way for the sword to defeat the dagger. In this one I hold my sword with its point on the ground, as you see drawn here, and I say to the man with the dagger, who has grabbed me by the collar: “Go ahead and attack me with your dagger from this position. And when you try I will strike against your arm with my sword still in the scabbard, then I will draw my sword as I pass backwards with my right foot, and in this way I will be able to strike you with my sword before you are able to strike me with your dagger.[192]",,"[19v-c] ¶ Questo si e un altro partito de spada e daga Quello chi tene la spada cum la punta in terra per modo che vedete, dise aquello dela daga che lo tene per lo cavezo, Tra pur cum la daga a tua posta che in quello che tu vora trare cum la daga, io sbatero la mia spada sopra lo tuo brazzo, e in quello sguaginero la mia spada tornando cum lo pe dritto in dredo, E per tal modo ti poro ferire inançi cum mia spada che tu mi fieri cum tua daga."
"[9] This is a similar defense to the one shown before, although it is done slightly differently. As the man with dagger raises his arm to strike, I quickly raise my sheathed sword up under his dagger, aiming the point of my sheathed sword into his face, while at the same time passing back with my lead foot.[193] From here I can strike him as you see drawn in the next picture. [This Scholar wears a crown.]",,"[19v-d] ¶ Questo e simile partito a questo qui dinanzi, Ben che non si faça per tal modo ch'e ditto e qui dinanzi. Questo zogo se fa per tal modo ch'e ditto qui dinanzi, che quando questo cum la daga levera lo brazo per ferirme, Io subito levero la mia spada in erto sotto la tua daga metendote la punta dela mia guagina dela spada in lo volto, tornando lo pe ch'e dinanzi indredo. E chossi te posso ferire segondo ch'e depinto dredo a me."
"[10] I will strike the eye in your face with my scabbard And I won't refrain from striking you with the sword. This is the continuation of the play of the Master who made the preceding defense. And I am performing it exactly as he said to do it. And as you can plainly see, you will give me no trouble with your dagger.",,[20r-a] ¶ Questo zogo si'e del Magistro che fa lo partito qui dinançi. Che segondo ch'ello ha ditto per tal modo io faço. Che tu vedi bene che tua daga tu no mi poii fare nissuno impazo.
